Year Built,Basement Area (sqft),Living Area (sqft),Total Room,Garage Cars,Yr Sold,SalePrice,Garage,Age (years)
1961,912,1236,6,1,2006,135000,S,45
1967,912,941,6,1,2006,129200,S,39
1974,1748,2646,9,2,2006,260000,L,32
1991,1288,2417,9,2,2006,260000,L,15
1992,1334,2826,9,3,2006,334000,L,14
1993,1338,2520,10,3,2006,310000,L,13
1992,1095,2295,9,2,2006,268000,L,14
1994,1624,1624,5,3,2006,262000,L,12
2004,1143,1143,5,2,2006,176400,L,2
2005,1247,1247,4,2,2006,197000,L,1
2005,600,1200,4,2,2006,151000,L,1
2005,600,1223,4,2,2006,147400,L,1
2005,600,1223,4,2,2006,149900,L,1
2005,600,1200,4,2,2006,144152,L,1
2000,756,1524,4,2,2006,166000,L,6
1999,691,1452,6,2,2006,183900,L,7
2000,673,1382,6,2,2006,165000,L,6
2003,530,1080,4,2,2006,139000,L,3
1997,569,1694,6,1,2006,200000,S,9
2001,1568,1568,6,2,2006,221000,L,5
1995,1494,1494,6,2,2006,270000,L,11
1977,1208,1208,6,2,2006,165000,L,29
1980,1235,1235,4,2,2006,214000,L,26
1980,1036,1036,4,2,2006,188000,L,26
1980,1226,1226,4,2,2006,190000,L,26
1978,1226,1226,4,2,2006,170000,L,28
1981,1842,1842,5,3,2006,385000,L,25
1972,1153,1193,6,2,2006,146500,L,34
1968,570,1920,8,2,2006,170000,L,38
1968,1568,2156,9,2,2006,262500,L,38
1968,708,1416,7,2,2006,179900,L,38
1968,1054,2654,9,2,2006,250000,L,38
1972,732,1790,8,2,2006,165150,L,34
1967,1334,1334,7,2,2006,164500,L,39
1969,1164,1164,6,2,2006,140000,L,37
1967,980,980,6,1,2006,135500,S,39
1968,1051,1051,6,2,2006,142000,L,38
1968,900,1770,7,2,2006,155000,L,38
1968,976,976,4,2,2006,157500,L,38
1968,1052,1052,5,1,2006,138500,S,38
1968,833,898,6,1,2006,140000,S,38
1966,1051,1051,6,1,2006,124400,S,40
1967,1141,1141,6,1,2006,158000,S,39
1965,864,1200,6,2,2006,146000,L,41
1971,825,1993,8,2,2006,190000,L,35
1961,1050,1050,6,1,2006,136500,S,45
1958,864,864,5,2,2006,129900,L,48
1959,1626,1712,8,2,2006,145000,L,47
1965,1187,1565,7,1,2006,185900,S,41
1964,1251,1251,6,1,2006,160000,S,42
1964,1008,1488,7,2,2006,167000,L,42
1964,720,1440,7,2,2006,157500,L,42
1958,588,1095,6,1,2006,140000,S,48
1958,1008,1053,6,2,2006,150000,L,48
1960,1248,1248,6,1,2006,151500,S,46
1934,816,816,4,1,2006,129800,S,72
1954,1008,1008,4,1,2006,137000,S,52
1947,938,1043,5,1,2006,137000,S,59
1946,747,1230,5,1,2006,121600,S,60
1923,440,869,4,0,2006,85500,S,83
1926,600,747,5,2,2006,79900,L,80
1908,504,1252,5,2,2006,127000,L,98
1961,1251,1433,7,2,2006,161000,L,45
1952,1444,1624,6,1,2006,146500,S,54
1951,1056,1216,7,1,2006,135000,S,55
1951,2136,2136,7,2,2006,137900,L,55
1941,806,1578,5,1,2006,133000,S,65
1949,704,1728,7,1,2006,137000,S,57
1954,936,936,5,1,2006,121000,S,52
1967,1584,1584,8,2,2006,119000,L,39
1964,1246,1246,6,2,2006,172000,L,42
1961,1235,1235,6,2,2006,98600,L,45
1966,924,2157,8,2,2006,226000,L,40
1954,936,1128,5,1,2006,118000,S,52
1918,1360,3112,8,2,2006,235000,L,88
1963,1008,1008,5,2,2006,135000,L,43
1962,1106,1190,6,2,2006,132500,L,44
1959,1144,1144,6,1,2006,143000,S,47
1957,1179,1364,6,1,2006,132000,S,49
1960,1383,1383,7,1,2006,145250,S,46
1958,1121,1336,7,2,2006,162000,L,48
1956,1058,1370,6,1,2006,148000,S,50
1957,1092,1092,6,1,2006,141000,S,49
1956,1124,1124,6,1,2006,153000,S,50
1957,1070,1236,6,1,2006,134450,S,49
1979,943,943,4,2,2006,135960,L,27
1954,1050,1050,6,1,2006,156000,S,52
1954,1367,1375,5,2,2006,140000,L,52
1952,1008,1008,4,1,2006,139500,S,54
1951,216,1575,5,2,2006,155000,L,55
1956,301,1145,6,2,2006,127000,L,50
1956,1005,1005,6,1,2006,133500,S,50
1955,1056,1056,6,1,2006,125000,S,51
1951,884,884,4,1,2006,142000,S,55
1941,929,2039,7,3,2006,167000,L,65
1956,1015,1384,6,2,2006,159000,L,50
1925,2171,2640,10,3,2006,180000,L,81
1947,784,1312,6,2,2006,127000,L,59
1924,617,1310,6,1,2006,112000,S,82
1930,713,713,5,1,2006,99800,S,76
1954,833,833,4,1,2006,117000,S,52
1921,1073,1073,4,1,2006,108480,S,85
1929,715,715,4,2,2006,68000,L,77
1900,448,720,5,1,2006,86900,S,106
1920,1120,1130,5,2,2006,120000,L,86
1915,663,1595,7,2,2006,155500,L,91
1910,1077,1760,7,2,2006,80000,L,96
1915,672,1214,6,3,2006,105000,L,91
1900,954,2414,10,2,2006,160000,L,106
1936,796,1466,7,2,2006,170000,L,70
1965,1088,1324,6,2,2006,160000,L,41
1966,1024,1086,6,2,2006,159950,L,40
1963,1083,1146,6,1,2006,165000,S,43
1962,912,1734,7,2,2006,159000,L,44
1962,1135,1207,6,1,2006,147000,S,44
1964,912,912,5,1,2006,115000,S,42
1959,655,1194,6,2,2006,159500,L,47
1959,864,864,4,1,2006,120000,S,47
1957,816,816,5,1,2006,129900,S,49
1961,1313,1773,6,2,2006,183000,L,45
1959,0,1472,5,2,2006,157500,L,47
1962,1438,2448,9,2,2006,277500,L,44
1957,1484,1600,6,1,2006,207500,S,49
1950,910,1521,6,1,2006,147500,S,56
1949,720,1192,6,0,2006,135000,S,57
1950,0,1040,5,2,2006,109500,L,56
1950,0,1040,4,2,2006,109900,L,56
1959,1040,1040,6,1,2006,133700,S,47
1950,0,1040,6,2,2006,81400,L,56
1949,0,1040,6,2,2006,87500,L,57
1950,0,1040,6,2,2006,93500,L,56
1960,1556,1556,8,0,2006,119000,S,46
1959,1150,1150,6,1,2006,141000,S,47
1961,1150,1150,6,1,2006,146000,S,45
1966,660,1348,6,2,2006,155000,L,40
1962,925,999,6,1,2006,134500,S,44
1962,1045,1045,6,2,2006,120000,L,44
1962,864,864,5,1,2006,105000,S,44
1962,1025,1025,6,0,2006,124000,S,44
1900,716,2014,8,2,2006,169000,L,106
1925,686,1328,8,1,2006,107000,S,81
1948,1212,1668,6,1,2006,135000,S,58
1920,1147,1657,9,1,2006,111500,S,86
1900,780,1416,7,2,2006,156500,L,106
1925,728,1641,6,2,2006,178000,L,81
1900,712,1428,7,2,2006,139900,L,106
1930,502,1004,5,1,2006,105000,S,76
1930,813,813,5,1,2006,110000,S,76
1900,938,1951,9,2,2006,111500,L,106
1924,1032,1032,5,1,2006,108000,S,82
1925,844,844,5,1,2006,111500,S,81
1880,636,1750,8,1,2006,124000,S,126
1950,576,864,5,1,2006,105000,S,56
1920,648,1118,6,2,2006,116000,L,86
1905,738,1376,7,1,2006,96900,S,101
1955,960,960,5,2,2006,135500,L,51
1924,816,1566,7,2,2006,139000,L,82
1921,492,492,3,1,2006,61500,S,85
1945,770,1182,5,1,2006,120000,S,61
1955,1162,1163,6,1,2006,126175,S,51
1920,798,840,5,1,2006,64000,S,86
1910,1020,1928,9,1,2006,137000,S,96
1900,1095,1774,8,3,2006,87000,L,106
1914,880,1768,6,2,2006,163000,L,92
1910,1226,2104,9,2,2006,155000,L,96
1900,540,1440,6,1,2006,79000,S,106
1916,815,1690,7,1,2006,144000,S,90
1910,684,1368,7,1,2006,114504,S,96
1920,596,1762,8,2,2006,157000,L,86
1923,1200,1200,7,1,2006,125000,S,83
1892,1107,3608,12,3,2006,475000,L,114
1920,624,1248,8,0,2006,93500,S,86
1958,960,960,5,2,2006,125000,L,48
1918,1020,1020,5,0,2006,64500,S,88
1941,788,788,4,0,2006,100000,S,65
1939,972,1577,6,1,2006,140200,S,67
1924,848,1827,9,1,2006,202500,S,82
1947,1004,1664,7,2,2006,159000,L,59
1939,793,1118,5,2,2006,119900,L,67
1934,816,1176,6,2,2006,114500,L,72
1936,896,1344,7,1,2006,115000,S,70
1930,728,1162,6,1,2006,75000,S,76
1925,768,1015,6,1,2006,88000,S,81
1947,0,912,3,0,2006,80500,S,59
1928,1042,1576,8,1,2006,149000,S,78
1930,741,1324,7,1,2006,110000,S,76
1925,1103,1103,5,2,2006,110500,L,81
1921,616,616,4,1,2006,89000,S,85
1922,993,1048,5,1,2006,113000,S,84
1925,816,816,4,1,2006,109000,S,81
1962,1595,2486,8,2,2006,220000,L,44
1970,960,960,6,2,2006,129000,L,36
1910,485,1635,5,1,2006,117000,S,96
1941,693,693,4,0,2006,52500,S,65
1924,596,1430,7,2,2006,107000,L,82
1910,396,1330,7,1,2006,116500,S,96
1919,610,819,4,0,2006,72000,S,87
1937,780,1376,7,1,2006,119500,S,69
1938,803,1360,6,1,2006,125500,S,68
1922,1007,1077,6,1,2006,91000,S,84
1935,520,754,5,0,2006,84500,S,71
1930,984,984,6,1,2006,90000,S,76
1951,806,1422,7,1,2006,137500,S,55
1964,1921,1921,8,2,2006,150000,L,42
1950,0,1640,7,2,2006,131000,L,56
1958,1062,1352,6,1,2006,130000,S,48
1935,0,1032,6,1,2006,125000,S,71
1936,830,879,4,1,2006,80000,S,70
2004,1073,1073,4,1,2006,157000,S,2
1963,1051,1382,6,2,2006,148000,L,43
1967,0,1296,6,2,2006,90000,L,39
1963,1059,1068,6,1,2006,154500,S,43
1967,1064,1064,6,2,2006,153600,L,39
1966,1164,1320,6,2,2006,164500,L,40
1964,912,934,4,1,2006,132000,S,42
1966,1059,1059,6,1,2006,142500,S,40
1968,1051,1159,7,1,2006,158000,S,38
1978,672,1400,6,2,2006,149500,L,28
1967,1176,1458,7,2,2006,165000,L,39
1968,1461,1721,7,2,2006,180000,L,38
1978,960,1040,6,2,2006,160500,L,28
1977,1967,1967,10,2,2006,156500,L,29
1977,1949,1949,10,2,2006,157000,L,29
1958,1052,1920,8,2,2006,172500,L,48
1957,1134,1803,8,2,2006,155000,L,49
1955,1763,1779,6,2,2006,170000,L,51
1924,872,872,5,1,2006,105000,S,82
1965,648,960,3,1,2006,145000,S,41
1956,1188,1437,6,2,2006,168000,L,50
1967,1865,1830,6,2,2006,278000,L,39
1963,1000,1000,4,2,2006,164000,L,43
1953,1304,2287,7,2,2006,225000,L,53
1971,782,810,4,2,2006,130000,L,35
1974,864,894,5,2,2006,142500,L,32
1980,430,1700,7,1,2006,148400,S,26
1986,1453,1453,6,2,2006,190000,L,20
1954,967,1350,6,2,2006,146000,L,52
1942,799,1150,6,1,2006,128000,S,64
1948,896,2008,8,1,2006,225000,S,58
1966,697,2201,8,2,2006,274970,L,40
1928,672,2009,8,3,2006,235000,L,78
1935,1836,3672,7,2,2006,415000,L,71
1962,1776,1560,6,2,2006,182000,L,44
1952,0,1488,7,2,2006,135000,L,54
1955,1057,1057,6,1,2006,137000,S,51
1954,994,1855,7,1,2006,136900,S,52
1953,1000,1609,7,1,2006,149900,S,53
1952,980,1148,6,1,2006,123500,S,54
1954,0,1124,5,0,2006,93000,S,52
1948,810,1456,7,1,2006,91500,S,58
1985,1298,1298,5,2,2006,180000,L,21
1989,868,2559,9,2,2006,209000,L,17
1993,777,1911,8,2,2006,215000,L,13
1993,1344,1440,8,4,2006,224500,L,13
2005,1308,1876,7,3,2006,229800,L,1
2005,1208,1208,6,2,2006,183600,L,1
2006,1199,1220,6,2,2006,194000,L,0
2006,1286,1294,6,2,2006,193879,L,0
2005,1614,1614,7,3,2006,221500,L,1
2006,1498,1498,5,2,2006,204900,L,0
2006,1391,1962,7,3,2006,239799,L,0
2006,1836,1846,7,2,2006,233555,L,0
2005,1734,1734,7,2,2006,260000,L,1
2005,1570,1590,6,3,2006,294900,L,1
2005,945,1809,8,2,2006,209700,L,1
2005,1614,1614,7,2,2006,225000,L,1
2005,784,1596,6,2,2006,181000,L,1
1992,908,1915,8,2,2006,220000,L,14
1964,1624,1582,7,2,2006,190000,L,42
1969,938,988,4,2,2006,180000,L,37
1975,1533,1533,5,2,2006,280000,L,31
1968,1388,1388,6,2,2006,158900,L,38
1996,870,914,5,2,2006,148000,L,10
1996,1100,1100,5,2,2006,145000,L,10
1995,781,1499,6,2,2006,187000,L,11
1998,1425,1425,5,2,2006,193000,L,8
1995,990,990,5,2,2006,156000,L,11
2000,1525,1525,6,2,2006,235000,L,6
1997,1479,1494,6,2,2006,217000,L,9
1999,1588,1588,6,2,2006,214000,L,7
1999,842,1749,7,2,2006,196000,L,7
1999,951,1779,7,2,2006,217000,L,7
2002,916,1861,8,2,2006,200000,L,4
2002,936,1776,7,2,2006,192500,L,4
2001,1541,1541,6,3,2006,205000,L,5
1976,911,954,6,2,2006,132500,L,30
1977,675,1388,6,1,2006,157500,S,29
1978,995,1282,6,3,2006,174000,L,28
1969,971,971,5,1,2006,128500,S,37
1972,864,864,5,1,2006,128500,S,34
1972,894,894,5,2,2006,149900,L,34
1972,864,864,5,1,2006,119900,S,34
1993,630,1320,5,2,2006,137000,L,13
2002,1065,1989,7,2,2006,255000,L,4
2002,826,1762,6,2,2006,222000,L,4
1999,840,1755,7,2,2006,214000,L,7
2002,1348,1358,5,2,2006,220000,L,4
2001,1753,1787,7,3,2006,275000,L,5
2002,872,1909,8,2,2006,197000,L,4
2002,1654,1654,6,3,2006,230000,L,4
1999,1090,2214,8,3,2006,268500,L,7
1996,1065,2049,9,2,2006,210900,L,10
1998,1054,1939,8,3,2006,227000,L,8
1995,930,1995,8,2,2006,237000,L,11
1998,1108,2097,8,2,2006,274300,L,8
2004,1860,1836,8,2,2006,216837,L,2
2003,848,848,4,2,2006,133000,L,3
2004,848,848,3,2,2006,155900,L,2
2006,1079,1919,8,2,2006,233230,L,0
2003,1390,1390,7,2,2006,207000,L,3
2004,847,1948,8,2,2006,195000,L,2
2003,1682,1700,7,2,2006,200000,L,3
2006,851,1737,7,2,2006,203160,L,0
2005,784,1611,6,2,2006,195800,L,1
2005,1552,1552,7,3,2006,212900,L,1
2004,860,1720,7,2,2006,196500,L,2
2005,1336,1336,6,2,2006,198000,L,1
2005,750,1500,6,2,2006,173900,L,1
2005,728,1456,8,2,2006,163990,L,1
2005,1310,1310,6,2,2006,164990,L,1
1910,676,1436,6,2,2006,98000,L,96
1959,1466,1466,6,2,2006,149900,L,47
1951,836,1220,6,2,2006,102000,L,55
1975,976,1012,4,0,2006,127500,S,31
1975,945,980,4,0,2006,127500,S,31
1969,1176,1176,5,1,2006,119900,S,37
2003,796,1724,8,2,2006,196500,L,3
2002,914,914,4,0,2006,117250,S,4
2003,1150,2314,9,2,2006,229000,L,3
2005,547,1072,5,2,2006,145000,L,1
2005,547,1072,5,2,2006,140000,L,1
2005,547,1072,5,2,2006,142500,L,1
2004,970,1709,7,2,2006,134000,L,2
2004,970,1709,7,2,2006,130000,L,2
2004,970,1709,7,2,2006,130000,L,2
2004,970,1709,7,2,2006,137500,L,2
2004,976,1708,7,2,2006,130000,L,2
1948,624,936,5,1,2006,97900,S,58
1915,832,1338,7,2,2006,92000,L,91
1924,1093,1669,9,1,2006,107000,S,82
1910,658,1184,8,0,2006,81000,S,96
1924,784,1221,7,1,2006,104900,S,82
1955,864,864,5,2,2006,115000,L,51
1954,954,1482,6,2,2006,125000,L,52
1918,686,1250,7,1,2006,116000,S,88
1922,864,1414,8,0,2006,83000,S,84
1912,795,2230,10,1,2006,118500,S,94
1922,498,498,3,1,2006,35000,S,84
1910,616,1273,5,1,2006,121000,S,96
1916,686,1928,10,0,2006,160000,S,90
1940,940,1595,6,1,2006,140000,S,66
1938,1058,1551,6,1,2006,137000,S,68
1945,780,1340,6,1,2006,128000,S,61
1926,624,1479,6,1,2006,160000,S,80
1914,747,1784,9,1,2006,138887,S,92
1920,755,1510,6,1,2006,149000,S,86
1926,1008,1522,7,0,2006,102000,S,80
1919,818,1636,7,1,2006,167000,S,87
1920,793,1802,9,1,2006,200100,S,86
1939,992,1465,6,1,2006,131000,S,67
1941,824,1288,6,1,2006,112000,S,65
1915,756,1717,7,3,2006,140000,L,91
1920,817,1550,7,1,2006,195000,S,86
1929,792,1517,7,2,2006,230000,L,77
1940,901,1717,7,1,2006,194000,S,66
1922,700,1180,5,1,2006,137500,S,84
1936,1017,2057,6,1,2006,250000,S,70
1929,1022,1671,7,2,2006,218000,L,77
1932,952,2345,9,2,2006,239000,L,74
1932,637,1609,8,3,2006,199500,L,74
1930,697,1801,8,2,2006,210000,L,76
1956,1073,1811,6,2,2006,230000,L,50
1977,1430,1647,7,2,2006,217500,L,29
1950,1168,2315,9,1,2006,257000,S,56
1953,1165,1336,5,1,2006,157000,S,53
1969,1844,1844,7,2,2006,223000,L,37
1942,976,976,5,1,2006,102000,S,64
1926,861,1285,6,2,2006,145400,L,80
1925,432,672,4,0,2006,72000,S,81
1925,641,641,4,1,2006,85000,S,81
1936,951,951,6,1,2006,106500,S,70
1957,967,1638,6,1,2006,139000,S,49
1920,637,1336,7,1,2006,108000,S,86
1945,0,729,5,0,2006,51689,S,61
1949,480,480,4,1,2006,35311,S,57
1951,660,1396,8,0,2006,115000,S,55
1916,216,936,6,0,2006,78000,S,90
2005,1573,1778,5,2,2006,375000,L,1
2004,1594,1646,5,2,2006,300000,L,2
1979,1625,1625,6,2,2006,242500,L,27
1978,1664,1664,10,2,2006,145000,L,28
2001,1491,1491,7,2,2006,209000,L,5
1977,975,1004,4,2,2006,135000,L,29
1975,1128,1210,6,2,2006,148000,L,31
1988,1907,1959,9,3,2006,171000,L,18
1989,1210,2519,9,2,2006,335000,L,17
1986,0,1295,5,1,2006,230000,S,20
1958,1632,1650,6,2,2006,250764,L,48
1981,1686,1707,6,2,2006,228000,L,25
1987,1112,1137,5,2,2006,176000,L,19
1990,1309,1339,6,2,2006,180000,L,16
1990,1216,2514,8,2,2006,250000,L,16
2000,1381,1403,5,2,2006,202000,L,6
2002,1800,1800,7,3,2006,312500,L,4
2005,1728,1960,8,3,2006,320000,L,1
2005,1868,2028,7,3,2006,369900,L,1
2005,1838,1838,9,3,2006,359900,L,1
1951,0,1600,6,1,2006,81500,S,55
1997,1288,1368,8,4,2006,215000,L,9
1998,1216,1216,5,2,2006,164000,L,8
1998,1237,1337,5,2,2006,153500,L,8
2006,1140,1140,6,0,2006,84500,S,0
1977,264,1304,5,1,2006,104500,S,29
1977,757,1475,6,1,2006,127000,S,29
1973,942,2521,10,2,2006,151400,L,33
1968,864,874,5,1,2006,126500,S,38
1970,1652,1652,8,3,2006,146500,L,36
1970,630,630,3,0,2006,73000,S,36
1972,546,1092,5,1,2006,79400,S,34
1969,1104,1360,8,1,2006,140000,S,37
1970,630,630,3,0,2006,92000,S,36
1970,546,1092,5,1,2006,87550,S,36
1970,546,1092,5,0,2006,79500,S,36
1970,546,1092,5,0,2006,90500,S,36
1970,546,1092,6,1,2006,71000,S,36
1976,1728,1728,8,2,2006,150900,L,30
1976,1728,1728,8,2,2006,188000,L,30
1977,1126,1126,5,2,2006,160000,L,29
1960,1224,1224,7,2,2006,131000,L,46
1984,1003,1003,6,2,2006,142500,L,22
1983,864,902,5,2,2006,131000,L,23
1992,912,970,6,0,2006,132000,S,14
1974,1389,1389,6,2,2006,170000,L,32
1993,996,2000,9,3,2006,188000,L,13
